episode,steps,avg_tilt_error,std_tilt_error,max_tilt_error,avg_angular_vel,std_angular_vel,reward
26,1000,0.06971913774320052,0.04770276587142348,0.18536025945593756,0.02120252506648792,0.0635991300930851,-48.51688953921414
27,1000,0.06953515587441984,0.032444747800137216,0.11303328638812597,0.025577124511716155,0.05942508867818934,-81.3631194152679
28,1000,0.08868196394359797,0.059913702432339754,0.1695833787094753,0.030772058026067525,0.06620293382736216,-77.8187530128788
29,1000,0.1138491897341141,0.07247506237178158,0.23521114713873437,0.03006452139157048,0.07851393899391404,-136.63548177784094
30,1000,0.17276414118719094,0.10024451316427235,0.3820532131186791,0.05604094250688671,0.11201342990992502,-260.90040858275233
31,1000,0.11578997963766893,0.08027372698804498,0.24526724899799246,0.037868335195248445,0.09876743071361682,-117.99124342994934
32,1000,0.1986192620697447,0.12015570236979778,0.35594608059475313,0.09285854480282399,0.19690528264196433,-288.66518954157897
33,1000,0.0947549694805528,0.06252803691763427,0.22833476527516772,0.03835395630508045,0.08700609347570203,-101.18400976232736
34,1000,0.09331759331607503,0.05893822469623141,0.17699330615601178,0.030033802369769276,0.07187773279838044,-95.72265626186359
35,1000,0.1534569557963242,0.07324373083245894,0.24820870768375064,0.0791041951755929,0.16350059585031515,-255.48843913910557
36,1000,0.15459998612091527,0.09743245148676263,0.31860049294103265,0.056639110835319764,0.13028081424326945,-209.85255195831328
37,1000,0.2027345481872522,0.11283932333394246,0.3820454236408187,0.06402380190831079,0.15556103297604107,-315.2366973662296
38,1000,0.24087126746072515,0.13375555347725418,0.3820544399756557,0.08251120114818548,0.19582126039142655,-391.4245961836839
39,1000,0.2504389103281262,0.1399168277530421,0.3820609562005491,0.08743610671943096,0.21364591894585885,-404.5593111161624
40,1000,0.25335080332454296,0.14301022756196177,0.38205364392768326,0.09652751996296152,0.20630646985258205,-398.9803377469126
41,1000,0.23489930473712706,0.12044094655875051,0.38205070036279976,0.052856549765574086,0.13957321718623322,-392.88709835280963
42,1000,0.24790515254317316,0.12250645083368689,0.3820594738669504,0.058380832207136864,0.18020781657511123,-421.310027998787
43,1000,0.23870594320039507,0.13318575536123292,0.3820581037316749,0.09199470420381896,0.20253268939627275,-377.1071985123505
44,1000,0.3176828867486849,0.13506676764306405,0.3820609568666374,0.05831151155673072,0.17907303294006455,-565.6985757602433
45,1000,0.23603339623707786,0.13387889160678126,0.3820526378054945,0.07675096427782746,0.16427228756632764,-362.8590617349712
46,1000,0.26920632126122623,0.14059152157932056,0.3820382661048509,0.11020408226108276,0.2368860673554865,-446.8918185201402
47,1000,0.32010803750879396,0.1236125426156859,0.3820609567461658,0.10382848499713339,0.2613504674232275,-582.2370307320973
48,1000,0.2808215657314149,0.126463888640082,0.38205637560298866,0.1159467362284044,0.2572296175056861,-492.70568070955454
49,1000,0.24896118271855153,0.13176289674365074,0.38206095679713437,0.05171300149049563,0.14334514485474206,-402.12469185403427
50,1000,0.3237571562522149,0.12440303488750334,0.38206095686662617,0.060860234935568004,0.19841396180425216,-588.4556643780152
51,1000,0.2941909994819015,0.1464484382227177,0.38206095620055186,0.09709459140270528,0.24270119573082413,-493.6515508585933
52,1000,0.24595480199839026,0.13044739581234077,0.3820591400624609,0.06406989639149577,0.15082230245219774,-405.21858150193754
53,1000,0.28824342735965247,0.1504959430268868,0.3820609565939908,0.0878520118901245,0.22251381196709497,-481.44137338475144
54,1000,0.22197390605520095,0.1356636163356114,0.38205928634416986,0.05383628964100913,0.11844693272685583,-324.686350575153
55,1000,0.23849288283647913,0.13118294081924312,0.38204378240121506,0.11174679582607028,0.23128199651765613,-381.77469406327583
56,1000,0.2993851761493117,0.13497743522099653,0.38206095657727807,0.06740160871160261,0.16044647389723685,-519.6670147435217
57,1000,0.25499949909015523,0.1460600268857447,0.38204691217351366,0.1251073697998282,0.2639732290077124,-400.6635633016502
58,1000,0.2893535135013202,0.1411128414947426,0.38206095682495833,0.09041633416947363,0.21436476743701433,-493.6193192318547
59,1000,0.3312634946160783,0.13120987979230184,0.3820609566600364,0.05867900600604812,0.18554602946772483,-598.8723515985178
60,1000,0.2934060294172963,0.13063331937944767,0.38206095620054814,0.1091391650362038,0.2509420164256446,-516.2801269519402
61,1000,0.24051779755098898,0.15164755557064724,0.38204692030616416,0.11105756702466256,0.2431922074643683,-346.5837167627604
62,1000,0.2535100700941916,0.14622035866508998,0.3820462983706424,0.08729933861013929,0.21726118178171014,-392.7550447572287
63,1000,0.2345702174170764,0.16185371329788842,0.3820609565336134,0.0744948389478399,0.17216822155275105,-310.6400230690878
64,1000,0.31828933053966846,0.13738569737077896,0.3820609568666402,0.10894836272427585,0.2681501783578771,-565.0794195333733
65,1000,0.2745823805563326,0.15070722182206925,0.3820588344754857,0.10584080247965733,0.23326305460520716,-434.4247677066454
66,1000,0.29960556882986505,0.138158764743722,0.3820609565335949,0.11154410297977291,0.2613806472524737,-516.255354047314
67,1000,0.22910550727993448,0.1271158958766827,0.3820497182269103,0.08988954475678605,0.1986593757281121,-370.5191352604546
68,1000,0.24811377025167228,0.12502727217926746,0.3820571291422272,0.11728374923274225,0.2426969901526271,-418.2597653204318
69,1000,0.2502688952058653,0.13647446300295274,0.38206095637047466,0.07756250516440971,0.1783917119923237,-408.3706681168819
70,1000,0.27632982792893934,0.1333173636683039,0.3820609566389881,0.09787250477865005,0.21413449296463855,-473.726204963611
71,1000,0.26125047851532507,0.12918679278740486,0.38205884011550545,0.09147968646379678,0.20918771702652283,-443.75095392213217
72,1000,0.27900927341990184,0.15311222380344228,0.382060956200555,0.10458130525350103,0.25027476016939565,-439.49975283676133
73,1000,0.29066868935974577,0.1374868817709909,0.3820603735012861,0.10489680452537832,0.23790098651461716,-501.6277061426803
74,1000,0.2943624817856114,0.14424944002721996,0.3820609568666385,0.07745142386528356,0.20997426916307937,-496.45366262187855
75,1000,0.23200679896748502,0.12670167664988774,0.3820438428117269,0.09393234475587339,0.21778450727491325,-378.63896896934705
76,1000,0.23011882850859636,0.12885797276669228,0.3820469121169563,0.0955804846766068,0.22958338490851027,-369.8075804799848
77,1000,0.28584445924913976,0.128852746330237,0.38204288363899985,0.12881727683878744,0.2767483792338109,-501.1652131063743
78,1000,0.22090333208551716,0.13861491506838847,0.3820569032564428,0.07722897270301306,0.17124954481833735,-331.2046777941189
79,1000,0.25569090293423336,0.12464175846316836,0.38204691213467135,0.1305987555494401,0.2711372082839468,-436.75893853230235
80,1000,0.27031410163389835,0.13075178233016618,0.38206095628010495,0.08612818722605697,0.210461763501824,-464.3336440980559
81,1000,0.24877471110406074,0.1462506319185949,0.38206095635310433,0.08743070093547518,0.1972205264088306,-383.75866893597004
82,1000,0.2699080413036768,0.14163387334236996,0.38206095620055786,0.10930238870417572,0.23818840202554276,-446.60390188205764
83,1000,0.3115779031351922,0.12115195596263399,0.38206095634047144,0.08095732229456208,0.2223042722551825,-565.1296435689428
84,1000,0.21093151351272,0.12031411764204253,0.38205535902483584,0.059447223066304435,0.1329329475476275,-329.3235436292056
85,1000,0.26128714825771016,0.1421182707934641,0.3820536394037719,0.12754409056821586,0.2796574151182455,-420.0171188443746
86,1000,0.2838734294585958,0.14489361843042856,0.3820609568666402,0.06636396595818021,0.17270126953041212,-471.982880977226
87,1000,0.2545193984681612,0.13937640373511143,0.38206095660634465,0.06644175097604332,0.17027768459390633,-414.79545325165543
88,1000,0.26377682803517005,0.13008773919904076,0.38206095676869023,0.07389610642449324,0.1837436691033981,-441.7877680113512
89,1000,0.2570429322119731,0.15306014580067312,0.3820609564795282,0.08795898768364112,0.1810139363559848,-392.9837116170162
90,1000,0.32410026897987826,0.12193511465528872,0.38206095681898566,0.10515744704384608,0.2721763241052973,-592.0809283117766
91,1000,0.25497921729669626,0.1394007104133911,0.3820609562802166,0.06483315950478044,0.16032921837814848,-409.1673424852171
92,1000,0.25010988325896033,0.13444333511451573,0.3820469121709979,0.11059748383320465,0.23811578197421698,-410.04377140649916
93,1000,0.26208976522561167,0.1427614629930511,0.3820594218653025,0.10145431658911483,0.22905384545686458,-422.81940686168997
94,1000,0.28145374661022204,0.14940924575679337,0.382060956200555,0.12567027540508724,0.26524812121469343,-459.75210453561095
95,1000,0.20936849438100816,0.13558358165472317,0.38205741719029834,0.04853320052745229,0.10956817053056914,-288.164916038578
96,1000,0.27576669020921446,0.15939533112640086,0.3820609568666323,0.04372006885593198,0.12116831424496637,-422.4435396102676
97,1000,0.2903113563867333,0.1207495042280136,0.38206095676971097,0.0482139544508333,0.14482848638452628,-518.7229799266365
98,1000,0.2681370451049412,0.14767530809064447,0.3820609568666356,0.06572202400787239,0.14894405975934832,-429.7215426193913
99,1000,0.22663619613848118,0.14720759636484435,0.38204768340360856,0.08947933030437713,0.213213443872148,-308.18631293408885
100,1000,0.22774861446407602,0.12536853434507955,0.3820502591435309,0.08409277469445188,0.17764245675920057,-369.68762252329026
101,1000,0.23559345449908176,0.12937566171667678,0.3820431396677381,0.07744013938314961,0.18698069104222084,-374.70956947314255
102,1000,0.3065303111382392,0.13118098412623333,0.3820609568666402,0.0662549669489946,0.17766805687917359,-544.4517894611016
103,1000,0.25574092924379854,0.1360986117509567,0.38206095665591633,0.08224866550807267,0.18842375267557052,-421.9393556713984
104,1000,0.26718779921517644,0.14376097655664064,0.3820609566010473,0.058495185923308254,0.14833909475937943,-432.24010031445255
105,1000,0.23504808571664676,0.14093393630729245,0.3820593105829309,0.07647058521622528,0.1767593857430531,-357.0637174763142
106,1000,0.23488161173422795,0.11846934366463438,0.38205649397752245,0.07232736369312912,0.16777573676993818,-395.8959398796475
107,1000,0.28406836965797627,0.1412910140317174,0.38206095656437683,0.07794598372774132,0.18652625588585228,-476.1607571720246
108,1000,0.2114284887575176,0.11268472345297639,0.3820430405016934,0.08768034376288451,0.19639158910814564,-347.95629231006495
109,1000,0.23653775132782662,0.14227887135827133,0.3820575057707758,0.09170521034834572,0.22545816253488155,-349.45182962475775
110,1000,0.26124339084213233,0.1503371772870012,0.3820609568666331,0.05418217714472159,0.13579748380846307,-410.0102624718346
111,1000,0.2823489788679416,0.14639311914747274,0.382060956489655,0.08056386621120032,0.21674767027186262,-473.5710855205945
112,1000,0.23857263548928848,0.16340699355380045,0.38206095686664016,0.029291115287970727,0.09929148378424917,-314.656991650393
113,1000,0.2849551834430979,0.13880328563094543,0.38206095630787645,0.07835495261417864,0.19394755547190035,-487.6878595199095
114,1000,0.2685123314355532,0.14702912200088875,0.38205665252424525,0.10419543546642512,0.2373258491623386,-430.9794622626884
115,1000,0.2961501773522898,0.13595840768725864,0.3820609565335933,0.0755373606532776,0.1927052771359578,-517.3275876148392
116,1000,0.22374080059037907,0.1284597172858774,0.38205021894830415,0.0738716276130711,0.17066708528275618,-348.6108732950636
117,1000,0.17649347811372415,0.11063817318295256,0.37152583433575537,0.06943288517859443,0.15913086464253604,-253.7880915184472
118,1000,0.21295609479571131,0.1349894045072887,0.3820584769448205,0.041043931627080324,0.0885483217515906,-306.96684590899497
119,1000,0.2533174653306006,0.1601706483570826,0.3820609564592149,0.05959705585843507,0.14273468891914595,-363.94149641432347
120,1000,0.2587450696319042,0.13929328874139582,0.38206095643979804,0.08668956665091582,0.2014470004269598,-424.4032528046274
121,1000,0.24940860714570368,0.143855051919374,0.3820421641574757,0.11277569353885927,0.24802544486850586,-388.8334708869527
122,1000,0.30052029200732155,0.13095010692403058,0.382060956200555,0.09716450322127601,0.2509504562937469,-532.127045013452
123,1000,0.2567048291226872,0.14541918761606532,0.3820609562005569,0.08283958250164039,0.216909302887613,-404.4648890840697
124,1000,0.32005450187492557,0.12505370581295283,0.38206095620056235,0.104332691707875,0.26041752667287615,-580.6988135164264
125,1000,0.293931543312576,0.15579684676779176,0.38206095654669614,0.07180956900702853,0.19036204639556017,-480.56982470519404
126,1000,0.25254700362024146,0.1417814644370176,0.3820388388269632,0.12256922090762985,0.2523472795542224,-394.94741738480946
127,1000,0.273355948902775,0.15711149301767857,0.38206095686662556,0.08513122924020525,0.20393816527786204,-425.92858860625006
128,1000,0.26343064557378204,0.13101432313595346,0.382043137744888,0.11663690709371696,0.2476663367704274,-447.05714739122396
129,1000,0.24511596396161262,0.14479074132626218,0.3820469121281055,0.11024678855752032,0.22959553048288237,-376.8343758345576
130,1000,0.25899194698280065,0.14667333527494078,0.38205908375767433,0.07742844427393014,0.16134402237064324,-403.49771251216515
131,1000,0.26396394870093387,0.11718302835283059,0.3820609567421063,0.05617474211262061,0.15675441594602846,-463.5541241135156
132,1000,0.19232696107367814,0.11291344770811311,0.38204518275865174,0.07223649206441198,0.16700719858730662,-282.9826346416237
133,1000,0.25743574797336904,0.13104022131055362,0.38204691214229847,0.09436597564211188,0.21309930745337163,-432.1936259370067
134,1000,0.241416030099403,0.1122110279966876,0.3759943719314762,0.09415912375138563,0.20306436087281182,-418.0034418466451
135,1000,0.21519657032279232,0.12136362935934078,0.3820519140170793,0.07894778158065235,0.16109977165966022,-337.3237031727935
136,1000,0.2672412063841554,0.13091215429412947,0.3820609567664097,0.06615071690636684,0.17870201008797532,-455.4862364481653
137,1000,0.2831328944151508,0.15466442550556092,0.3820609565321292,0.051385772964662645,0.12771210055592871,-448.4648568725231
138,1000,0.2735359807349449,0.12933715221661019,0.3820582187592947,0.08377895635224068,0.20259764000117358,-472.3862196219147
139,1000,0.255315256695472,0.1352277943602873,0.38203631912933,0.07590321386970607,0.20451845059632212,-420.504948203182
140,1000,0.2040846610952765,0.12032606334286018,0.38205132787937623,0.08052638226725449,0.1775824800260123,-312.8513477797707
141,1000,0.24385880421528322,0.14036229583611726,0.38205292025206716,0.08360280700418245,0.18825631833646822,-371.3452979708233
142,1000,0.2530659085996904,0.11475518260444303,0.3820609567091732,0.07663202186258249,0.18865066815703135,-441.0892957553357
143,1000,0.3054797010574148,0.14115687115282696,0.3820587073558844,0.12713235836681602,0.28286502563245397,-530.3667104425521
144,1000,0.30407895639332794,0.1173472108546652,0.3820604691016038,0.08181345813572552,0.21535640718599677,-552.057426438467
145,1000,0.2416289628128458,0.14635798867068547,0.3820609567267965,0.08906211603802308,0.2202962633728227,-356.3722431447871
146,1000,0.2959509815150862,0.12976702813335234,0.38206095674661733,0.08050846479708883,0.20675949051024106,-522.7956403306614
147,1000,0.21449640142780227,0.14193059840109537,0.38206095622825004,0.06259665425791511,0.16685896159008393,-291.69559577161095
148,1000,0.2285842546183573,0.12903813753504842,0.38205783621620604,0.05303659876759742,0.13836813032312864,-361.61621405222644
149,1000,0.2764549418614839,0.14745998611470723,0.38206095653359495,0.09099793819055561,0.19810498570677393,-458.5148929948488
150,1000,0.21896931958846658,0.1315043064968896,0.382060956397888,0.0690742872570543,0.15476730705274572,-329.9601622700787
151,1000,0.26544686479692414,0.13682160559360176,0.3820658111828253,0.07711886510737836,0.18385024265459068,-438.5280206026156
152,1000,0.2666366461978977,0.14336526219343113,0.3820500774811695,0.09518115491708165,0.19718478237697087,-432.19693988509755
153,1000,0.2772776303449665,0.13451933760595994,0.38207726119793667,0.11741792489765954,0.25633048861822977,-468.3506284673664
154,1000,0.2732678838039542,0.1361391776054534,0.38207065800469703,0.08192138092651925,0.1826726865571842,-463.8104749616452
155,1000,0.24458671884387165,0.1406197835308589,0.3820987238187555,0.055774927407594675,0.1393925123873553,-382.3791518272611
156,1000,0.24078740393804896,0.12819148754000267,0.3820497205260878,0.10457906390427245,0.23909480914059944,-389.66501989637857
157,1000,0.2990738930562243,0.12523889774715652,0.38213733898632085,0.11032298288844541,0.2634961652042508,-534.403000948779
158,1000,0.29309812905452337,0.12493292471976611,0.38211246218622313,0.08539262268683698,0.2149415396930997,-522.2012112485719
159,1000,0.282236789969141,0.1338422751933811,0.38206429181379925,0.10751556899774543,0.24123498433180082,-488.08532827048396
160,1000,0.2776113303083621,0.14576496643073752,0.38215171422704913,0.10453288888507653,0.24763052009494627,-457.57266669436706
161,1000,0.1917182475551895,0.12827546741412582,0.3821376378393347,0.05911426371774192,0.14534507915419348,-265.26959001333887
162,1000,0.26674467771514165,0.13186347865399245,0.3821933475640544,0.06302225422325339,0.1579621249574586,-454.1303635165719
163,1000,0.2720678319882775,0.12822883646400784,0.3821614930412902,0.12009136066989885,0.25197099833299824,-470.2888522058327
164,1000,0.24166077213566714,0.14134067873209177,0.38217832867663337,0.0921213106082385,0.19246607576327573,-374.7460805010171
165,1000,0.2645787264094575,0.12425655418992769,0.38146848393868193,0.07211424313492032,0.1923287249347796,-456.7084453595057
166,1000,0.2614432908485302,0.14314050951869245,0.3821919134849919,0.07263860060324961,0.1668991711720327,-420.2658193620692
167,1000,0.25064852230506346,0.14370611878778106,0.38220024342252434,0.0654237372618068,0.15276681680506063,-389.9120875352758
168,1000,0.2572348122853644,0.15479990640300592,0.3826955701109347,0.07341171951132565,0.18377097832570305,-390.74310699570754
169,1000,0.24988962689607996,0.14043090370037276,0.3822043246910461,0.09929634240703342,0.2138816255623149,-396.57348932190604
170,1000,0.2866053533193168,0.14789269827128207,0.3826693799010355,0.09681633557623966,0.21046667708411462,-482.6223109320465
171,1000,0.2869870344553085,0.1271234048304608,0.3827438250401629,0.13144972061456944,0.2836031086822319,-506.14825822017923
172,1000,0.29399191672059966,0.13095587441666598,0.38223966971848794,0.1243081996784428,0.2753997290728188,-517.2567196617294
173,1000,0.280303963399494,0.13677290665186606,0.38277364919185963,0.09829406914204498,0.2218915000177068,-479.05270792850405
174,1000,0.18778952447600814,0.12613217092723125,0.38226713274758983,0.06804004899919693,0.16453435755692106,-255.51344678210307
175,1000,0.17744932913083744,0.12465144327136582,0.3822775950564804,0.0527546194074863,0.12677618029781232,-206.61970859041747
176,1000,0.25716801298067427,0.13185835473123422,0.38229248539417865,0.11703520331214826,0.2651166430999127,-431.88124992156537
177,1000,0.3148732472722393,0.12676424245170367,0.3824543834540042,0.12167685947340923,0.2865913374896718,-568.1260121758221
178,1000,0.21462904061654234,0.12404549210408672,0.38308421285519295,0.10220303980782768,0.22858051922552344,-330.3301214460334
179,1000,0.2821023190238834,0.12665844389642084,0.3824093114639414,0.07359041871236707,0.1892991892101436,-494.78241912141897
180,1000,0.25790716469300407,0.12160586741286318,0.38234727338812025,0.10194677296481035,0.2285835369642867,-446.05595170093915
181,1000,0.31207210671803565,0.13022901342463206,0.38237579811375727,0.0936556624422335,0.2507504651826024,-558.9565424142553
182,1000,0.2587826983383266,0.133983303556983,0.3823547946515964,0.12361278164448826,0.25738720084535005,-431.1227411186997
183,1000,0.23552916936141,0.14265314575188245,0.38236917055048736,0.10138137160035789,0.22407381461382522,-352.5828768963432
184,1000,0.23516182355167997,0.14157273508615154,0.3823811572779837,0.07895767418418063,0.17618502723351537,-347.74763976650416
185,1000,0.2550853211584143,0.1332042936482763,0.3823773530880763,0.11641580099208411,0.25750182307632696,-425.0562908639298
186,1000,0.28148767624884347,0.13267949527805403,0.38239018381336126,0.10609894817486468,0.24059972424929293,-487.17239689968983
187,1000,0.2780325137206421,0.15948647030926347,0.3835656728436393,0.08536989274360686,0.20928417640302197,-428.0716660462665
188,1000,0.2706551019453707,0.14076438989081566,0.38362713270945953,0.051716474143452845,0.14580394308427846,-451.11022169063466
189,1000,0.2318195450232928,0.1374769445069427,0.3824203225796879,0.10015024392020178,0.2071513591128643,-354.73212833139615
190,1000,0.24524756178529178,0.1508750477681744,0.381438952391376,0.07791878714533149,0.15876686711316804,-352.69895717603174
191,1000,0.2544559458460236,0.12859665937475828,0.3824548009029266,0.07489042949046357,0.1906302583986358,-429.3133404294785
192,1000,0.2802653075487161,0.14072906145597655,0.3838764342549701,0.0862044138684048,0.1998397073348551,-466.1221620833693
193,1000,0.30818815944390726,0.14558766782183336,0.38350543094368855,0.10251567926211444,0.24944348361504476,-526.7618198264423
194,1000,0.30617801932749505,0.12079195316461486,0.38400066859865895,0.06276123957977689,0.15904082815292025,-553.6027187460148
195,1000,0.30915846643820666,0.12001440712609673,0.38403840510571463,0.08803140870417407,0.22863128314237632,-561.3200650877617
196,1000,0.17893474379419885,0.1325166627378137,0.38399398443444616,0.07758623373516899,0.20460782025964455,-191.0155944335796
197,1000,0.31471759625675705,0.1291357790568858,0.3840405186828853,0.139267073447794,0.30874907518840894,-565.8555613744063
198,1000,0.2189809660816802,0.13800932657978063,0.38392653525257175,0.06677618694377381,0.16572777519368798,-310.0410862793394
199,1000,0.24606725653661904,0.14812052634260023,0.38231281448303256,0.05924176383164621,0.13919201809992787,-371.42145676848713
200,1000,0.24437114101871357,0.13703952993904453,0.38252957298114887,0.10541933959134832,0.22889490255732015,-386.963251828951
201,1000,0.2724982636481086,0.11403451324499653,0.3825184529968356,0.08313834788711706,0.20573870218445736,-486.1980022667802
202,1000,0.25421437979828115,0.1524894898720826,0.3825629913392276,0.10313655118684514,0.21273337621772703,-393.99336943960793
203,1000,0.230255988969232,0.13220455703333864,0.38258659078059304,0.0760830881557816,0.1692188919648416,-359.2804676814664
204,1000,0.25636763341641505,0.13946146756798025,0.38258476461662133,0.12318273020633888,0.26008967125643784,-412.9989805750399
205,1000,0.250430197081014,0.1471990282813781,0.38308258626838065,0.07274522532885397,0.17313817797069603,-383.50315323305006
206,1000,0.2489648761708181,0.142324319260226,0.3839564992741756,0.11338712235266163,0.2435398682386991,-389.4876754365269
207,1000,0.2463059096593029,0.1426011612002963,0.38263366061341303,0.09643066888377495,0.24070333594897866,-383.63130255337506
208,1000,0.24102648261058066,0.10145781518606053,0.38260963262762177,0.06380228776043374,0.17120587217485214,-428.02816814217937
209,1000,0.2873902938412964,0.14219616750550632,0.3826674705757188,0.11967312715309958,0.27928989012007793,-490.6231679543879
210,1000,0.2490570236975086,0.1403200497839961,0.3826328201838151,0.09470224284634238,0.2065338659535437,-394.1713310765329
211,1000,0.2947805047520709,0.13830003742047772,0.3826475741030728,0.09715728035004952,0.23149002061203616,-503.50209824955215
212,1000,0.251064378533947,0.12091562369518441,0.38408424036930366,0.07962421664805962,0.17896705730830662,-429.64247365251316
213,1000,0.22724446865587777,0.13407086186271588,0.3826729377383846,0.0941359904524943,0.21527631361247285,-340.6925804430265
214,1000,0.20363468482246175,0.12497599019462441,0.3826741150957482,0.055919606130339805,0.11606235657961103,-302.8215112492164
215,1000,0.2928652608226809,0.13811417185210303,0.3827023538341758,0.05857675158273213,0.18951149139809423,-497.46032552303063
216,1000,0.2669024086357659,0.12984780154459072,0.3827027162960184,0.0978225162542235,0.21690397163718503,-456.58639428012293
217,1000,0.29486820714730994,0.13257609387025407,0.3837801667664125,0.11492689308582453,0.2530287783016034,-517.6729063158247
218,1000,0.23305957634234156,0.13752023423417928,0.3827031743705065,0.07804372223153999,0.18021291431160455,-360.28414006280923
219,1000,0.22812748456616064,0.11622959513054193,0.38143813833574935,0.08248831139914252,0.17940731891599476,-382.78213323755335
220,1000,0.2987372369457352,0.1379653907203033,0.38275762947253605,0.07479527302579654,0.19541939785023033,-520.9445495439154
221,1000,0.25713282970301377,0.14201662305300833,0.38524968350546923,0.10923276520926525,0.25044226400635744,-409.0121153892309
222,1000,0.24762350055895901,0.13175275475309858,0.38429032705748783,0.13054360918902208,0.276261364884578,-401.23773526515737
223,1000,0.20334745117906783,0.11021278637993422,0.38102432390513297,0.06314007623784951,0.15028336805200415,-329.94792739449684
224,1000,0.27386556657862876,0.15009179011088944,0.38277027241058215,0.11948889693030743,0.2735423406657825,-439.14200607698706
225,1000,0.2502339608002625,0.14896716471112248,0.3853744756895007,0.10720062233926274,0.23502826611446206,-390.88721202936057
226,1000,0.29625037858826925,0.15282041339873448,0.3828388940667268,0.10878724178832172,0.24535860857344638,-489.8569762678958
227,1000,0.25851936557168326,0.14278944507350397,0.38543553675329095,0.11221372217375612,0.25487043391558406,-422.23239336287594
228,1000,0.2667222578197318,0.13648003726613828,0.38556521470127364,0.09493318949344344,0.22738487132899493,-447.8872359348686
229,1000,0.2862274090060678,0.13411627118759073,0.3837751940617823,0.08281050216553014,0.2056439838656746,-490.7947597969731
230,1000,0.21052761002386391,0.1169171014248814,0.3805317980284341,0.04275219913692818,0.09292314183033708,-330.18927593747577
231,1000,0.24052430149155934,0.14063323920982237,0.3829724857448599,0.08174089618141299,0.20008549732751496,-369.7664605793055
232,1000,0.27378037967238056,0.1330514890681878,0.3846228230763495,0.08134503695516836,0.19550843375905586,-465.32979486419936
233,1000,0.23971641487899012,0.13497563166195678,0.37875087594604095,0.0944210098513708,0.1997777126310802,-379.4646529540859
234,1000,0.2544168785066649,0.1387240999039603,0.38400263292324305,0.0979211817211673,0.2184669366570399,-408.3811508967131
235,1000,0.20364122255266232,0.13503861204047166,0.38288794971712925,0.06723610169610302,0.15215625897121446,-274.15158115764325
