step,theta,theta_dot,target_theta,tracking_err,u_lqr,epsilon,action,reward
0,-0.04270685678754575,0.00499571390638681,0.0,0.04270685678754575,-4.440108965366855,-0.027138367295265198,-0.054276734590530396,0.014356787004363394
1,-0.04239177804042321,0.017734842815431147,0.0,0.04239177804042321,-1.7241144378822935,-0.029599718749523163,-0.059199437499046326,0.014644780525504567
2,-0.04160520385219186,0.03287282615354216,0.0,0.04160520385219186,-0.18148812897146685,-0.03586703538894653,-0.07173407077789307,0.015932525176170526
3,-0.0403145875103889,0.04733431004224224,0.0,0.0403145875103889,0.6475946491812212,-0.043890852481126785,-0.08778170496225357,0.018294725818913074
4,-0.03856814358086937,0.05949925388044461,0.0,0.03856814358086937,1.0426301797570576,-0.052499111741781235,-0.10499822348356247,0.02163519407375855
5,-0.03645438331156323,0.06865955907537041,0.0,0.03645438331156323,1.1768276950169008,-0.05736356973648071,-0.11472713947296143,0.02577201569241118
6,-0.03407674615959616,0.07468765378347914,0.0,0.03407674615959616,1.15674715148476,-0.06128479540348053,-0.12256959080696106,0.030489762143600788
7,-0.031537690595611595,0.07779904960213467,0.0,0.031537690595611595,1.0524416742230323,-0.06444593518972397,-0.12889187037944794,0.03557372189265465
8,-0.028929581167856516,0.07839511996472459,0.0,0.028929581167856516,0.908583675156226,-0.06772243976593018,-0.13544487953186035,0.040829191093805825
9,-0.026330084887493305,0.07695386756320861,0.0,0.026330084887493305,0.7536850574624919,-0.07089830189943314,-0.14179660379886627,0.046091633127216175
10,-0.02380065330897282,0.07396043148746742,0.0,0.02380065330897282,0.6047062678541019,-0.07382563501596451,-0.14765127003192902,0.05123010338620148
11,-0.02138692099213354,0.06986499814243786,0.0,0.02138692099213354,0.4709707231595472,-0.07632920891046524,-0.15265841782093048,0.05614664042545031
12,-0.019120217928636708,0.0650608468654342,0.0,0.019120217928636708,0.3567325851050955,-0.07846634835004807,-0.15693269670009613,0.06077322486295172
13,-0.017019625367932913,0.05987496425847363,0.0,0.017019625367932913,0.2631258008326218,-0.08027838915586472,-0.16055677831172943,0.06506759361191429
14,-0.015094220622840325,0.054567095740734345,0.0,0.015094220622840325,0.18932948424111698,-0.08180846273899078,-0.16361692547798157,0.06900860871237523
15,-0.013345273571689315,0.049334168616045414,0.0,0.013345273571689315,0.13340018401380419,-0.08312921971082687,-0.16625843942165375,0.07259169147697012
16,-0.011768239363256302,0.04431865512855192,0.0,0.011768239363256302,0.09286658903359422,-0.08459503203630447,-0.16919006407260895,0.07582462272549283
17,-0.010354482367453696,0.03961500066757614,0.0,0.010354482367453696,0.06529847745100381,-0.08586219698190689,-0.17172439396381378,0.07872404222751642
18,-0.009092760329310546,0.0352789387420159,0.0,0.009092760329310546,0.04799008699905781,-0.08695950359106064,-0.17391900718212128,0.08131225444242127
19,-0.00797039748073725,0.03133614813811221,0.0,0.00797039748073725,0.03852118184144162,-0.08791305869817734,-0.17582611739635468,0.0836147604801932
20,-0.006974181178977181,0.02778993362845044,0.0,0.006974181178977181,0.03481346777498214,-0.08874530345201492,-0.17749060690402985,0.08565835726238319
21,-0.006091024711351888,0.024627072595630534,0.0,0.006091024711351888,0.03514460395148914,-0.08928821235895157,-0.17857642471790314,0.08746975341513999
22,-0.00530843556280758,0.021824096467539075,0.0,0.00530843556280758,0.03800757487215867,-0.08968693763017654,-0.1793738752603531,0.0890745131995522
23,-0.004614792219996999,0.01935178548965304,0.0,0.004614792219996999,0.042351763907436904,-0.09004019945859909,-0.18008039891719818,0.09049646962833394
24,-0.003999491998953693,0.017178150608280252,0.0,0.003999491998953693,0.04745004702981492,-0.09035532921552658,-0.18071065843105316,0.09175740869272192
25,-0.003453011705345585,0.0152706521867999,0.0,0.003453011705345585,0.052770138128792984,-0.09063762426376343,-0.18127524852752686,0.09287692427357695
26,-0.002966903565686868,0.013597747437545967,0.0,0.002966903565686868,0.05794413683221175,-0.09088815003633499,-0.18177630007266998,0.09387241363640769
27,-0.0025337461292946313,0.012129992050123176,0.0,0.0025337461292946313,0.06273468167142339,-0.09113074094057083,-0.18226148188114166,0.09475916557529682
28,-0.0021470653075172075,0.010840610162631537,0.0,0.0021470653075172075,0.06702177532015115,-0.09137371927499771,-0.18274743854999542,0.09555051969861143
29,-0.001801242786025923,0.009705599284167768,0.0,0.001801242786025923,0.07075927141404081,-0.0915839746594429,-0.1831679493188858,0.09625805698523106
30,-0.0014914219420657734,0.008703858887979355,0.0,0.0014914219420657734,0.0739251586978746,-0.0917697474360466,-0.1835394948720932,0.09689178401542964
31,-0.0012134115801124932,0.007817115898042393,0.0,0.0012134115801124932,0.07654465993908631,-0.09193815290927887,-0.18387630581855774,0.09746033140682618
32,-0.0009635941639291451,0.007029711148261617,0.0,0.0009635941639291451,0.07867049555241153,-0.09209088981151581,-0.18418177962303162,0.09797114353091198
33,-0.0007388421262839043,0.006328330776759032,0.0,0.0007388421262839043,0.08036602503277734,-0.09222935885190964,-0.18445871770381927,0.09843065124623948
34,-0.0005364435099912251,0.00570171602820868,0.0,0.0005364435099912251,0.08169753984943208,-0.09235485643148422,-0.18470971286296844,0.0988444257948998
35,-0.0003540373255582988,0.005140374283441609,0.0,0.0003540373255582988,0.08272917947438414,-0.09246853739023209,-0.18493707478046417,0.09921731281914425
36,-0.0001895583356120343,0.004636308957020914,0.0,0.0001895583356120343,0.08351972090711912,-0.09257207065820694,-0.18514414131641388,0.09955354687087116
37,-4.119054251203793e-05,0.004182772722543057,0.0,4.119054251203793e-05,0.08412126995392986,-0.09266681224107742,-0.18533362448215485,0.09985684807194878
38,9.267141555795763e-05,0.0037740445506995166,0.0,9.267141555795763e-05,0.08457824961855576,-0.09275242686271667,-0.18550485372543335,0.09957447406830319
39,0.00021345392052531537,0.0034052461508509027,0.0,0.00021345392052531537,0.08492632033875697,-0.09282974153757095,-0.1856594830751419,0.09928204734643947
40,0.00032243032769371804,0.0030721875154903996,0.0,0.00032243032769371804,0.0851942135756518,-0.09289948642253876,-0.18579897284507751,0.09909255356166964
41,0.00042074214076070896,0.0027712398290859618,0.0,0.00042074214076070896,0.08540440819756745,-0.0929623618721962,-0.1859247237443924,0.0989216419139573
42,0.0005094162815692693,0.0024992325508162265,0.0,0.0005094162815692693,0.08557401863109877,-0.0930190309882164,-0.1860380619764328,0.0987675316685121
43,0.0005893792137405719,0.0022533711013450774,0.0,0.0005893792137405719,0.0857157036757888,-0.09307008236646652,-0.18614016473293304,0.0986286100852803
44,0.0006614685615755234,0.002031171795932749,0.0,0.0006614685615755234,0.08583850879311877,-0.09311602264642715,-0.1862320452928543,0.09850341493921737
45,0.0007264427604815,0.0018304112497913435,0.0,0.0007264427604815,0.08594863131872722,-0.09315737336874008,-0.18631474673748016,0.09839061971764146
46,0.0007849891784227467,0.0016490869285277483,0.0,0.0007849891784227467,0.08605015561638339,-0.09319459646940231,-0.18638919293880463,0.09828902087878688
47,0.0008377309980547828,0.001485381990739854,0.0,0.0008377309980547828,0.08614560162937772,-0.09322688728570938,-0.18645377457141876,0.09819752708472142
48,0.000885233017615344,0.0013376375661347715,0.0,0.000885233017615344,0.08623555497394117,-0.09325280040502548,-0.18650560081005096,0.09811515006690202
49,0.0009280068395176806,0.0012043524924094803,0.0,0.0009280068395176806,0.08631899992848004,-0.09327609837055206,-0.18655219674110413,0.09804099487444183
50,0.0009665159113573387,0.001084163080913443,0.0,0.0009665159113573387,0.08639756382583783,-0.09329700469970703,-0.18659400939941406,0.0979742509514
51,0.0010011798988109556,0.0009758284237214893,0.0,0.0010011798988109556,0.08647197016369947,-0.09331584721803665,-0.1866316944360733,0.0979141847937384
52,0.001032378606142882,0.0008782179134259352,0.0,0.001032378606142882,0.08654252543203106,-0.09333276003599167,-0.18666552007198334,0.09786013318471101
53,0.0010604555164465998,0.0007903015560618247,0.0,0.0010604555164465998,0.08660921240602537,-0.09334796667098999,-0.18669593334197998,0.097811496979
54,0.0010857210300030038,0.0007111415571185328,0.0,0.0010857210300030038,0.08667194631388676,-0.09336165338754654,-0.18672330677509308,0.09776773534858167
55,0.0011084554345200338,0.0006398847444288945,0.0,0.0011084554345200338,0.08673063585494238,-0.09337394684553146,-0.18674789369106293,0.09772836048922147
56,0.0011289116365663014,0.0005757560756946279,0.0,0.0011289116365663014,0.08678519942565327,-0.09338503330945969,-0.18677006661891937,0.09769293272103641
57,0.001147317679917167,0.000518052187398207,0.0,0.001147317679917167,0.08683564960871504,-0.09339498728513718,-0.18678997457027435,0.0976610559874449
58,0.0011638790579619272,0.0004661357883537941,0.0,0.0011638790579619272,0.08688201656163125,-0.09340394288301468,-0.18680788576602936,0.09763237371661371
59,0.0011787808438740045,0.00041943028021874907,0.0,0.0011787808438740045,0.0869244136195146,-0.09341201186180115,-0.1868240237236023,0.09760656501232898
60,0.0011921896435987548,0.00037741452063813445,0.0,0.0011921896435987548,0.08696301079574001,-0.09341925382614136,-0.18683850765228271,0.09758334118704584
61,0.001204255381181513,0.000339618200621356,0.0,0.001204255381181513,0.08699799233314427,-0.09342578053474426,-0.18685156106948853,0.09756244259002315
62,0.0012151129328910814,0.0003056173394475919,0.0,0.0012151129328910814,0.08702959783933735,-0.09343167394399643,-0.18686334788799286,0.0975436357155359
63,0.0012248836116625279,0.00027502979495144006,0.0,0.0012248836116625279,0.08705808451851337,-0.09343693405389786,-0.18687386810779572,0.09752671060815593
64,0.0012336765132778139,0.0002475118422815019,0.0,0.0012336765132778139,0.08708366634916048,-0.09344171732664108,-0.18688343465328217,0.09751147847971502
65,0.00124158974427014,0.00022275408641463272,0.0,0.00124158974427014,0.08710663936127808,-0.09344599395990372,-0.18689198791980743,0.09749776957614667
66,0.0012487115225952,0.00020047838716033903,0.0,0.0012487115225952,0.08712721649122483,-0.09344985336065292,-0.18689970672130585,0.09748543125712653
67,0.0012551211782565715,0.000180434763554155,0.0,0.0012551211782565715,0.08714564103567023,-0.09345334023237228,-0.18690668046474457,0.09747432624964779
68,0.0012608900524107086,0.0001623984570801005,0.0,0.0012608900524107086,0.08716213828591098,-0.0934564620256424,-0.1869129240512848,0.09746433109817045
69,0.0012660823044861479,0.00014616751129030485,0.0,0.0012660823044861479,0.08717689268925047,-0.09345927089452744,-0.18691854178905487,0.09745533476338776
70,0.0012707556413618613,0.00013156047910535396,0.0,0.0012707556413618613,0.08719009092038796,-0.09346180409193039,-0.18692360818386078,0.0974472373564453
71,0.0012749619722684812,0.00011841429852880993,0.0,0.0012749619722684812,0.08720190568536838,-0.09346408396959305,-0.1869281679391861,0.09743994900962999
72,0.001278747996142044,0.00010658243292927804,0.0,0.001278747996142044,0.08721248669896153,-0.0934661403298378,-0.1869322806596756,0.0974333888621959
73,0.0012821557293760928,9.593316936195712e-05,0.0,0.0012821557293760928,0.08722197122968996,-0.09346799552440643,-0.18693599104881287,0.09742748414954568
74,0.001285222978376693,8.634802012410339e-05,0.0,0.001285222978376693,0.0872304803547569,-0.09346964955329895,-0.1869392991065979,0.09742216939323982
75,0.0012879837628539347,7.772047611098487e-05,0.0,0.0012879837628539347,0.08723810721152742,-0.09347113966941833,-0.18694227933883667,0.09741738566600934
76,0.0012904686990868708,6.995481543503029e-05,0.0,0.0012904686990868708,0.08724495151596523,-0.09347249567508698,-0.18694499135017395,0.09741307992482158
77,0.0012927053427621011,6.296483012424293e-05,0.0,0.0012927053427621011,0.0872511088658478,-0.09347369521856308,-0.18694739043712616,0.09740920442929436
